0;0.164664
0.02;0.137925
0.04;0.118028
0.06;0.104316
0.08;0.0961695
0.1;0.0930025
0.12;0.0942642
0.14;0.0994347
0.16;0.108024
0.18;0.11957
0.2;0.133638
0.22;0.149817
0.24;0.16772
0.26;0.18698
0.28;0.207255
0.3;0.228218
0.32;0.249562
0.34;0.270996
0.36;0.292246
0.38;0.313051
0.4;0.333167
0.42;0.352358
0.44;0.370403
0.46;0.387093
0.48;0.402227
0.5;0.415615
0.52;0.427075
0.54;0.436434
0.56;0.443528
0.58;0.448197
0.6;0.450291
0.62;0.449665
0.64;0.446181
0.66;0.439704
0.68;0.430108
0.7;0.41727
0.72;0.401071
0.74;0.381399
0.76;0.358144
0.78;0.331202
0.8;0.300474
0.82;0.265862
0.84;0.227276
0.86;0.184626
0.88;0.13783
0.9;0.0868089
0.92;0.0314862
0.94;-0.0282087
0.96;-0.0923422
0.98;-0.160976
1;-0.234169
1.02;-0.311972
1.04;-0.394433
1.06;-0.481595
1.08;-0.573494
1.1;-0.670163
1.12;-0.771627
1.14;-0.877905
1.16;-0.989011
1.18;-1.10495
1.2;-1.22573
1.22;-1.35133
1.24;-1.48175
1.26;-1.61696
1.28;-1.75693
1.3;-1.90163
1.32;-2.051
1.34;-2.20501
1.36;-2.36357
1.38;-2.52662
1.4;-2.69407
1.42;-2.86585
1.44;-3.04183
1.46;-3.22192
1.48;-3.40598
1.5;-3.5939
1.52;-3.78551
1.54;-3.98068
1.56;-4.17923
1.58;-4.38098
1.6;-4.58575
1.62;-4.79334
1.64;-5.00353
1.66;-5.2161
1.68;-5.43082
1.7;-5.64742
1.72;-5.86566
1.74;-6.08525
1.76;-6.30591
1.78;-6.52735
1.8;-6.74924
1.82;-6.97126
1.84;-7.19309
1.86;-7.41435
1.88;-7.6347
1.9;-7.85376
1.92;-8.07113
1.94;-8.28642
1.96;-8.49922
1.98;-8.70909
2;-8.91561
2.02;-9.11832
2.04;-9.31675
2.06;-9.51045
2.08;-9.69892
2.1;-9.88166
2.12;-10.0582
2.14;-10.2279
2.16;-10.3904
2.18;-10.5451
2.2;-10.6914
2.22;-10.8289
2.24;-10.9568
2.26;-11.0746
2.28;-11.1819
2.3;-11.2779
2.32;-11.3621
2.34;-11.4338
2.36;-11.4925
2.38;-11.5375
2.4;-11.5683
2.42;-11.5842
2.44;-11.5845
2.46;-11.5686
2.48;-11.5359
2.5;-11.4858
2.52;-11.4176
2.54;-11.3306
2.56;-11.2242
2.58;-11.0978
2.6;-10.9508
2.62;-10.7824
2.64;-10.592
2.66;-10.379
2.68;-10.1428
2.7;-9.88274
2.72;-9.59816
2.74;-9.28845
2.76;-8.95301
2.78;-8.59123
2.8;-8.2025
2.82;-7.78623
2.84;-7.34183
2.86;-6.86875
2.88;-6.3664
2.9;-5.83425
2.92;-5.27176
2.94;-4.67839
2.96;-4.05364
2.98;-3.39702
3;-2.70804
3.02;-1.98623
3.04;-1.23117
3.06;-0.4424
3.08;0.380471
3.1;1.23784
3.12;2.13007
3.14;3.05752
3.16;4.0205
3.18;5.01933
3.2;6.05429
3.22;7.12562
3.24;8.23357
3.26;9.37833
3.28;10.5601
3.3;11.779
3.32;13.0351
3.34;14.3287
3.36;15.6596
3.38;17.0281
3.4;18.4339
3.42;19.8773
3.44;21.358
3.46;22.8759
3.48;24.4311
3.5;26.0232
3.52;27.6522
3.54;29.3177
3.56;31.0196
3.58;32.7574
3.6;34.531
3.62;36.3398
3.64;38.1836
3.66;40.0618
3.68;41.9739
3.7;43.9195
3.72;45.8979
3.74;47.9086
3.76;49.9509
3.78;52.0241
3.8;54.1275
3.82;56.2604
3.84;58.4219
3.86;60.6112
3.88;62.8274
3.9;65.0696
3.92;67.3367
3.94;69.6279
3.96;71.942
3.98;74.2779
4;76.6346
4.02;79.0108
4.04;81.4053
4.06;83.8168
4.08;86.2442
4.1;88.6859
4.12;91.1407
4.14;93.6072
4.16;96.0837
4.18;98.569
4.2;101.061
4.22;103.559
4.24;106.061
4.26;108.565
4.28;111.07
4.3;113.574
4.32;116.075
4.34;118.571
4.36;121.06
4.38;123.541
4.4;126.012
4.42;128.471
4.44;130.916
4.46;133.344
4.48;135.754
4.5;138.144
4.52;140.512
4.54;142.855
4.56;145.171
4.58;147.459
4.6;149.716
4.62;151.94
4.64;154.128
4.66;156.279
4.68;158.39
4.7;160.459
4.72;162.483
4.74;164.46
4.76;166.388
4.78;168.265
4.8;170.088
4.82;171.855
4.84;173.563
4.86;175.209
4.88;176.793
4.9;178.311
4.92;179.76
4.94;181.139
4.96;182.444
4.98;183.675
5;184.827
5.02;185.899
5.04;186.888
5.06;187.793
5.08;188.61
5.1;189.337
5.12;189.972
5.14;190.512
5.16;190.956
5.18;191.301
5.2;191.544
5.22;191.684
5.24;191.717
5.26;191.643
5.28;191.458
5.3;191.161
5.32;190.75
5.34;190.222
5.36;189.575
5.38;188.807
5.4;187.917
5.42;186.902
5.44;185.761
5.46;184.492
5.48;183.092
5.5;181.56
5.52;179.895
5.54;178.095
5.56;176.158
5.58;174.082
5.6;171.867
5.62;169.51
5.64;167.011
5.66;164.368
5.68;161.579
5.7;158.644
5.72;155.562
5.74;152.332
5.76;148.952
5.78;145.421
5.8;141.74
5.82;137.907
5.84;133.921
5.86;129.783
5.88;125.49
5.9;121.044
5.92;116.444
5.94;111.689
5.96;106.78
5.98;101.716
6;96.4969
6.02;91.1237
6.04;85.5962
6.06;79.9147
6.08;74.0797
6.1;68.0917
6.12;61.9512
6.14;55.6591
6.16;49.216
6.18;42.623
6.2;35.881
6.22;28.9911
6.24;21.9546
6.26;14.7729
6.28;7.44724
6.3;-0.0207043
6.32;-7.62931
6.34;-15.3768
6.36;-23.2614
6.38;-31.281
6.4;-39.4336
6.42;-47.717
6.44;-56.1288
6.46;-64.6667
6.48;-73.3281
6.5;-82.1104
6.52;-91.0109
6.54;-100.027
6.56;-109.155
6.58;-118.392
6.6;-127.735
6.62;-137.181
6.64;-146.726
6.66;-156.367
6.68;-166.1
6.7;-175.922
6.72;-185.828
6.74;-195.815
6.76;-205.878
6.78;-216.014
6.8;-226.217
6.82;-236.485
6.84;-246.811
6.86;-257.193
6.88;-267.624
6.9;-278.1
6.92;-288.617
6.94;-299.169
6.96;-309.751
6.98;-320.358
7;-330.985
7.02;-341.626
7.04;-352.277
7.06;-362.931
7.08;-373.583
7.1;-384.227
7.12;-394.857
7.14;-405.468
7.16;-416.054
7.18;-426.609
7.2;-437.126
7.22;-447.599
7.24;-458.023
7.26;-468.391
7.28;-478.696
7.3;-488.933
7.32;-499.095
7.34;-509.175
7.36;-519.166
7.38;-529.063
7.4;-538.859
7.42;-548.546
7.44;-558.119
7.46;-567.57
7.48;-576.893
7.5;-586.081
7.52;-595.127
7.54;-604.024
7.56;-612.766
7.58;-621.345
7.6;-629.754
7.62;-637.988
7.64;-646.038
7.66;-653.898
7.68;-661.561
7.7;-669.021
7.72;-676.27
7.74;-683.301
7.76;-690.108
7.78;-696.684
7.8;-703.022
7.82;-709.116
7.84;-714.958
7.86;-720.542
7.88;-725.862
7.9;-730.91
7.92;-735.681
7.94;-740.168
7.96;-744.365
7.98;-748.265
8;-751.862
8.02;-755.15
8.04;-758.122
8.06;-760.773
8.08;-763.098
8.1;-765.089
8.12;-766.742
8.14;-768.05
8.16;-769.008
8.18;-769.612
8.2;-769.855
8.22;-769.732
8.24;-769.238
8.26;-768.369
8.28;-767.12
8.3;-765.485
8.32;-763.461
8.34;-761.042
8.36;-758.226
8.38;-755.007
8.4;-751.382
8.42;-747.348
8.44;-742.899
8.46;-738.034
8.48;-732.748
8.5;-727.039
8.52;-720.904
8.54;-714.339
8.56;-707.343
8.58;-699.914
8.6;-692.048
8.62;-683.744
8.64;-675
8.66;-665.815
8.68;-656.187
8.7;-646.115
8.72;-635.598
8.74;-624.636
8.76;-613.227
8.78;-601.372
8.8;-589.07
8.82;-576.322
8.84;-563.128
8.86;-549.488
8.88;-535.403
8.9;-520.875
8.92;-505.905
8.94;-490.494
8.96;-474.643
8.98;-458.356
9;-441.633
9.02;-424.479
9.04;-406.894
9.06;-388.883
9.08;-370.449
9.1;-351.595
9.12;-332.324
9.14;-312.641
9.16;-292.55
9.18;-272.055
9.2;-251.162
9.22;-229.874
9.24;-208.198
9.26;-186.139
9.28;-163.702
9.3;-140.894
9.32;-117.721
9.34;-94.1886
9.36;-70.3046
9.38;-46.0757
9.4;-21.5092
9.42;3.38734
9.44;28.6062
9.46;54.1394
9.48;79.9784
9.5;106.115
9.52;132.54
9.54;159.244
9.56;186.219
9.58;213.454
9.6;240.94
9.62;268.667
9.64;296.624
9.66;324.801
9.68;353.186
9.7;381.769
9.72;410.539
9.74;439.483
9.76;468.59
9.78;497.848
9.8;527.244
9.82;556.766
9.84;586.4
9.86;616.134
9.88;645.955
9.9;675.847
9.92;705.798
9.94;735.794
9.96;765.819
9.98;795.859
10;825.899
